"Marital_status","Application_mode","Application_order","Course","Daytime_evening_attendance","Previous_qualification","Previous_qualification_grade","Nacionality","Mother_s_qualification","Father_s_qualification","Mother_s_occupation","Father_s_occupation","Admission_grade","Displaced","Educational_special_needs","Debtor","Tuition_fees_up_to_date","Gender","Scholarship_holder","Age_at_enrollment","International","Curricular_units_1st_sem_credited","Curricular_units_1st_sem_enrolled","Curricular_units_1st_sem_evaluations","Curricular_units_1st_sem_approved","Curricular_units_1st_sem_grade","Curricular_units_1st_sem_without_evaluations","Curricular_units_2nd_sem_credited","Curricular_units_2nd_sem_enrolled","Curricular_units_2nd_sem_evaluations","Curricular_units_2nd_sem_approved","Curricular_units_2nd_sem_grade","Curricular_units_2nd_sem_without_evaluations","Unemployment_rate","Inflation_rate","GDP","Target"
"Single","1st phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",140,"Portuguese",38,38,"Personal Services, Security and Safety Workers and Sellers","Skilled Workers in Industry, Construction and Craftsmen",126.4,1,0,0,1,1,1,18,0,"0","6","8","6",12.6666666666667,"0","0","6","6","6",13.5,"0",12.7,3.7,-1.7,"Graduate"
"Single","Over 23 years old",1,"Agronomy","daytime","Secondary education",160,"Portuguese",1,37,"Cleaning workers","Unskilled workers in extractive industry, construction, manufacturing and transport",140,0,0,0,1,1,0,27,0,"0","6","6","0",0,"0","0","6","6","0",0,"0",11.1,0.6,2.02,"Enrolled"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",122,"Portuguese",1,19,"Unskilled Workers","Unskilled Workers",120.3,1,0,0,1,1,1,19,0,"0","5","8","5",12.6,"0","0","5","9","5",13.6,"0",8.9,1.4,3.51,"Dropout"
"Single","International student (bachelor)",1,"Advertising and Marketing Management","daytime","Secondary education",160,"Portuguese",37,12,"Unskilled Workers","Unskilled Workers",149.5,1,0,0,0,1,0,19,0,"0","6","6","6",13,"0","0","6","8","6",13,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",1,1,"Personal Services, Security and Safety Workers and Sellers","Unskilled Workers",126.3,0,0,0,1,1,1,18,0,"0","6","8","6",12.1666666666667,"0","0","6","7","5",13,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",131,"Portuguese",1,1,"Administrative staff","Unskilled Workers",122.3,0,0,0,1,1,0,19,0,"0","5","6","5",11.5,"0","0","5","5","5",11.6,"0",9.4,-0.8,-3.12,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",130,"Portuguese",19,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",119.5,1,0,0,1,1,1,18,0,"0","5","7","4",11.25,"0","0","5","6","4",12.25,"0",12.4,0.5,1.79,"Enrolled"
"Single","Technological specialization diploma holders",1,"Communication Design","daytime","Technological specialization course",130,"Portuguese",1,1,"Unskilled Workers","Unskilled Workers",131.8,0,0,0,1,1,1,22,0,"1","7","7","7",12.2857142857143,"0","1","9","10","8",12.375,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",140,"Portuguese",19,19,"Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",129.5,1,0,0,1,1,0,20,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","Over 23 years old",1,"Advertising and Marketing Management","daytime","Secondary education",120,"Portuguese",11,11,"Other Situation","Administrative staff",114,1,0,0,1,1,0,29,0,"0","5","10","3",11.6666666666667,"0","0","5","8","4",11.25,"0",7.6,2.6,0.32,"Dropout"
"Single","2nd phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",123,"Portuguese",3,12,"Specialists in Intellectual and Scientific Activities","Unskilled Workers",116.4,1,0,1,1,1,0,19,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","Change of course",1,"Management (evening attendance)","evening","Higher education - master's",160,"Portuguese",3,3,"Specialists in Intellectual and Scientific Activities","Representatives of the Legislative Power and Executive Bodies, Directors, Directors and Executive Managers",125,0,0,0,1,1,0,26,0,"0","5","7","5",12.6,"0","0","5","7","5",13.7142857142857,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",146,"Portuguese",1,1,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",149.5,1,0,0,1,1,1,17,0,"0","6","8","6",14.875,"0","0","6","8","6",13.4285714285714,"0",11.1,0.6,2.02,"Graduate"
"Single","Technological specialization diploma holders",1,"Agronomy","daytime","Technological specialization course",140,"Portuguese",19,38,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Skilled Workers in Industry, Construction and Craftsmen",140,1,0,0,1,1,0,19,0,"0","6","8","6",12.7142857142857,"0","0","6","9","6",13.5,"0",12.4,0.5,1.79,"Graduate"
"Single","3rd phase - general contingent",3,"Informatics Engineering","daytime","Secondary education",111,"Portuguese",1,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",111,1,0,0,1,1,0,18,0,"0","5","10","4",11.6,"0","0","5","9","3",14.2,"0",12.4,0.5,1.79,"Dropout"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",118,"Portuguese",12,1,"Administrative staff","Armed Forces Professions",115.7,0,0,0,1,1,0,20,0,"0","7","9","5",12.7,"0","0","8","9","7",13.475,"0",13.9,-0.3,0.79,"Enrolled"
"Single","1st phase - general contingent",3,"Advertising and Marketing Management","daytime","Secondary education",106,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Intermediate Level Technicians and Professions",105.7,1,0,0,1,1,0,19,0,"0","6","6","6",13.3333333333333,"0","0","6","9","5",13.8,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Management","daytime","Secondary education",151,"Portuguese",1,38,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",137,1,0,0,1,1,0,18,0,"0","5","5","5",13.4,"0","0","5","5","5",15,"0",8.9,1.4,3.51,"Graduate"
"Single","Over 23 years old",1,"Management (evening attendance)","evening","Secondary education",120,"Portuguese",34,34,"Student","Student",120.5,1,0,0,1,1,0,30,0,"0","5","5","2",11,"0","0","5","5","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Communication Design","daytime","Secondary education",139,"Portuguese",1,19,"Intermediate Level Technicians and Professions","Unskilled Workers",134.9,1,0,0,1,1,0,20,0,"0","6","7","6",13.6666666666667,"0","0","6","7","6",12.1666666666667,"1",16.2,0.3,-0.92,"Graduate"
"Single","2nd phase - general contingent",1,"Informatics Engineering","daytime","Secondary education",130,"Portuguese",1,3,"Administrative staff","Specialists in Intellectual and Scientific Activities",123,0,0,0,1,1,0,18,0,"0","5","10","1",10,"0","0","5","7","0",0,"0",9.4,-0.8,-3.12,"Dropout"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",132,"Portuguese",38,37,"Unskilled Workers","Unskilled Workers",122.9,0,0,0,0,1,0,20,0,"0","6","6","6",11.5,"0","0","6","9","2",13,"0",10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",3,"Nursing","daytime","Secondary education",156,"Portuguese",19,37,"Administrative staff","Unskilled Workers",132.3,1,0,0,1,1,1,18,0,"0","7","7","6",13.2666666666667,"0","0","7","7","6",13.2666666666667,"0",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",4,"Nursing","daytime","Secondary education",143,"Portuguese",19,38,"Unskilled Workers","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",131.5,1,0,0,1,1,1,18,0,"0","7","8","7",12.5125,"0","0","8","8","8",14.1875,"0",13.9,-0.3,0.79,"Graduate"
"Married","Change of course",1,"Equinculture","daytime","12th year of schooling - not completed",133.1,"Portuguese",34,34,"Student","Student",128.2,0,0,0,1,1,0,28,0,"0","5","9","0",0,"0","0","5","5","0",0,"0",7.6,2.6,0.32,"Dropout"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",127,"Portuguese",2,19,"Intermediate Level Technicians and Professions","Unskilled Workers",121.5,0,0,0,1,1,0,23,0,"0","7","7","6",13.4833333333333,"0","0","7","7","6",13.4833333333333,"0",7.6,2.6,0.32,"Graduate"
"Single","Change of course",1,"Management","daytime","Secondary education",120,"Portuguese",37,37,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",113.4,0,0,0,1,1,0,22,0,"0","5","9","3",13,"0","0","5","9","3",11.6666666666667,"0",12.7,3.7,-1.7,"Dropout"
"Single","Technological specialization diploma holders",1,"Informatics Engineering","daytime","Technological specialization course",150,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",150,1,0,1,1,1,0,20,0,"0","5","6","5",16.5,"0","0","5","7","5",17.7142857142857,"0",12.4,0.5,1.79,"Dropout"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",37,38,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",122,0,0,1,1,1,0,19,0,"0","6","7","6",13.1666666666667,"0","0","6","9","5",13.2,"0",8.9,1.4,3.51,"Enrolled"
"Single","Over 23 years old",1,"Agronomy","daytime","Secondary education",130,"Portuguese",1,1,"Unskilled Workers","Administrative staff",140,0,0,0,0,1,0,25,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",4,"Communication Design","daytime","Secondary education",140,"Portuguese",4,19,"Specialists in Intellectual and Scientific Activities","Armed Forces Professions",125,1,0,0,1,1,0,19,0,"0","6","7","6",12.6666666666667,"0","0","6","8","6",12.1428571428571,"0",9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",141,"Portuguese",2,1,"Specialists in Intellectual and Scientific Activities","Administrative staff",140.7,1,0,0,1,1,0,20,0,"0","5","5","5",12.6,"0","0","5","6","4",14.5,"1",7.6,2.6,0.32,"Graduate"
"Single","2nd phase - general contingent",5,"Journalism and Communication","daytime","Secondary education",146,"Portuguese",1,37,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",146.7,1,0,0,1,1,0,19,0,"0","6","7","6",13.8333333333333,"0","0","6","8","6",13.625,"0",7.6,2.6,0.32,"Graduate"
"Single","Technological specialization diploma holders",1,"Informatics Engineering","daytime","Technological specialization course",130,"Portuguese",19,3,"Intermediate Level Technicians and Professions","Administrative staff",130,0,0,1,0,1,0,23,0,"0","5","5","0",0,"0","0","5","5","0",0,"0",15.5,2.8,-4.06,"Dropout"
"Single","1st phase - general contingent",6,"Informatics Engineering","daytime","Secondary education",126,"Portuguese",19,19,"Skilled Workers in Industry, Construction and Craftsmen","Intermediate Level Technicians and Professions",116.6,1,0,0,1,1,1,20,0,"0","5","6","5",14,"0","0","5","7","5",13.8,"0",8.9,1.4,3.51,"Graduate"
"Single","Over 23 years old",1,"Veterinary Nursing","daytime","Basic education 3rd cycle (9th/10th/11th year) or equiv.",133.1,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Personal Services, Security and Safety Workers and Sellers",103,0,0,0,1,1,0,25,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","2nd phase - general contingent",2,"Communication Design","daytime","Secondary education",121,"Portuguese",1,19,"Other administrative support staff","Other administrative support staff",111.9,1,0,0,1,1,0,19,0,"0","6","9","5",12,"0","0","6","10","4",11.2,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",1,"Informatics Engineering","daytime","Secondary education",148,"Portuguese",1,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",148.7,0,0,0,1,1,0,18,0,"0","5","6","5",16.2,"0","0","5","8","5",16,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",2,"Informatics Engineering","daytime","Secondary education",140,"Portuguese",19,19,"Unskilled Workers","Unskilled Workers",125.7,1,0,0,1,1,0,18,0,"0","5","5","0",0,"0","0","5","5","0",0,"0",9.4,-0.8,-3.12,"Enrolled"
"Single","1st phase - general contingent",1,"Tourism","daytime","Secondary education",132,"Portuguese",1,38,"Unskilled Workers","Unskilled Workers",120.1,1,0,0,1,1,1,20,0,"0","6","7","6",13.5714285714286,"0","0","6","8","6",13.1666666666667,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Equinculture","daytime","Secondary education",140,"Portuguese",4,3,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",127.8,0,0,0,1,1,0,18,0,"0","6","7","6",14.2857142857143,"0","0","6","9","6",14.8571428571429,"0",11.1,0.6,2.02,"Graduate"
"Single","2nd phase - general contingent",3,"Management","daytime","Secondary education",112,"Portuguese",1,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",106.4,1,0,0,1,1,0,19,0,"0","5","7","5",10.2,"0","0","5","6","4",10.5,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",4,"Veterinary Nursing","daytime","Secondary education",126,"Portuguese",1,3,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",123.9,1,0,0,1,1,0,21,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",10.8,1.4,1.74,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",150,"Portuguese",3,37,"Administrative staff","Skilled Workers in Industry, Construction and Craftsmen",139.5,0,0,0,1,1,1,20,0,"0","6","7","6",14.8333333333333,"0","0","6","6","6",14.8333333333333,"0",12.7,3.7,-1.7,"Graduate"
"Married","1st phase - general contingent",1,"Oral Hygiene","daytime","Secondary education",144,"Portuguese",19,19,"Unskilled workers in extractive industry, construction, manufacturing and transport","Other administrative support staff",139.8,0,0,1,1,1,0,24,0,"0","7","7","7",12.2714285714286,"0","0","8","10","7",13.6571428571429,"0",10.8,1.4,1.74,"Graduate"
"Single","2nd phase - general contingent",6,"Management","daytime","Secondary education",120,"Portuguese",37,38,"Unskilled Workers","Unskilled Workers",115.5,1,0,1,0,1,0,19,0,"0","5","8","4",12.5,"0","0","5","9","5",10.5,"0",8.9,1.4,3.51,"Enrolled"
"Single","Holders of other higher courses",1,"Animation and Multimedia Design","daytime","Higher education - degree",130,"Portuguese",1,2,"Unskilled Workers","Specialists in Intellectual and Scientific Activities",130,0,0,0,0,1,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",9.4,-0.8,-3.12,"Dropout"
"Single","3rd phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",124,"Portuguese",38,37,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",126.8,0,0,0,1,1,1,21,0,"0","6","8","5",13.8333333333333,"0","0","6","6","4",14,"0",13.9,-0.3,0.79,"Graduate"
"Single","Holders of other higher courses",1,"Management (evening attendance)","evening","Higher education - degree (1st cycle)",130,"Portuguese",1,3,"Administrative staff","Specialists in Intellectual and Scientific Activities",130,0,0,0,1,1,0,27,0,"0","5","0","0",0,"0","0","5","0","0",0,"0",8.9,1.4,3.51,"Dropout"
"Single","1st phase - general contingent",3,"Management","daytime","Secondary education",124,"Portuguese",1,1,"Personal Services, Security and Safety Workers and Sellers","Intermediate Level Technicians and Professions",116.7,1,0,0,1,1,0,19,0,"0","5","6","0",0,"0","0","5","6","0",0,"0",7.6,2.6,0.32,"Enrolled"
"Single","2nd phase - general contingent",3,"Nursing","daytime","Secondary education",132,"Portuguese",3,1,"Specialists in Intellectual and Scientific Activities","Skilled Workers in Industry, Construction and Craftsmen",125.5,1,0,0,1,1,0,18,0,"0","8","8","7",13.1542857142857,"0","0","8","8","7",13.1542857142857,"0",10.8,1.4,1.74,"Enrolled"
"Single","1st phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",127,"Portuguese",19,38,"Installation and Machine Operators and Assembly Workers","Intermediate Level Technicians and Professions",133.7,1,0,1,1,1,0,18,0,"0","6","6","6",13,"0","0","6","7","5",11.8,"0",12.7,3.7,-1.7,"Dropout"
"Single","1st phase - special contingent (Madeira Island)",2,"Social Service","daytime","Secondary education",133,"Portuguese",19,38,"Administrative staff","Personal Services, Security and Safety Workers and Sellers",133.7,1,0,0,1,0,0,18,0,"0","6","6","6",13.5,"0","0","6","6","6",12.1666666666667,"0",10.8,1.4,1.74,"Graduate"
"Single","1st phase - special contingent (Madeira Island)",4,"Journalism and Communication","daytime","Secondary education",109,"Portuguese",37,37,"Unskilled Workers","Intermediate Level Technicians and Professions",137,1,0,0,1,0,1,18,0,"0","6","7","6",12.6666666666667,"0","0","6","8","5",12.8,"0",10.8,1.4,1.74,"Graduate"
"Single","3rd phase - general contingent",4,"Animation and Multimedia Design","daytime","Secondary education",133,"Portuguese",1,4,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",129.2,1,0,1,0,1,0,20,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",9.4,-0.8,-3.12,"Dropout"
"Single","2nd phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",134,"Portuguese",2,1,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",129.5,1,0,0,1,1,0,18,0,"0","6","7","6",13.1666666666667,"0","0","6","7","6",12.6666666666667,"0",16.2,0.3,-0.92,"Graduate"
"Single","1st phase - general contingent",4,"Journalism and Communication","daytime","Secondary education",125,"Portuguese",19,19,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",129.6,1,0,0,1,1,0,18,0,"0","6","6","6",12.8333333333333,"0","0","6","8","6",12.8333333333333,"0",12.4,0.5,1.79,"Graduate"
"Single","2nd phase - general contingent",3,"Informatics Engineering","daytime","Secondary education",135,"Portuguese",1,19,"Office workers, secretaries in general and data processing operators","Unskilled workers in extractive industry, construction, manufacturing and transport",121.7,1,0,0,1,1,0,18,0,"0","5","7","5",11.8,"0","0","5","9","3",12,"0",8.9,1.4,3.51,"Enrolled"
"Single","2nd phase - general contingent",2,"Journalism and Communication","daytime","Secondary education",132,"Portuguese",19,1,"Unskilled Workers","Unskilled Workers",141.8,1,0,0,1,1,0,20,0,"0","6","6","6",11.8333333333333,"0","0","6","6","6",12.1666666666667,"0",12.7,3.7,-1.7,"Graduate"
"Single","Technological specialization diploma holders",1,"Communication Design","daytime","Technological specialization course",100,"Portuguese",1,1,"Administrative staff","Administrative staff",106,0,0,0,1,1,0,21,0,"1","7","7","5",11.8,"0","1","9","9","5",11,"0",12.4,0.5,1.79,"Dropout"
"Single","Change of course",1,"Animation and Multimedia Design","daytime","Secondary education",144,"Portuguese",19,19,"Unskilled Workers","Administrative staff",121.6,0,0,0,1,1,0,22,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",13.9,-0.3,0.79,"Enrolled"
"Single","2nd phase - general contingent",1,"Informatics Engineering","daytime","Secondary education",125,"Portuguese",19,1,"Personal Services, Security and Safety Workers and Sellers","Administrative staff",121.5,1,0,0,1,1,0,20,0,"0","5","7","5",15.8,"0","0","5","7","5",14.5714285714286,"0",11.1,0.6,2.02,"Dropout"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",133.1,"Portuguese",1,37,"Unskilled Workers","Unskilled Workers",117,0,0,1,1,1,0,19,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",15.5,2.8,-4.06,"Enrolled"
"Single","Technological specialization diploma holders",1,"Informatics Engineering","daytime","Technological specialization course",130,"Portuguese",38,19,"Unskilled Workers","Personal Services, Security and Safety Workers and Sellers",130,1,0,0,1,1,0,19,0,"0","5","9","2",12.5,"0","0","5","10","3",11.6,"0",12.4,0.5,1.79,"Enrolled"
"Single","2nd phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",117,"Portuguese",1,1,"Administrative staff","Administrative staff",117.7,1,0,0,1,1,0,20,0,"0","6","9","6",14.6666666666667,"0","0","6","7","6",13.8571428571429,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",1,"Informatics Engineering","daytime","Secondary education",132,"Portuguese",1,12,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",133.1,1,0,0,1,1,0,19,0,"0","5","7","3",12,"0","0","6","10","2",10.5,"0",11.1,0.6,2.02,"Dropout"
"Single","International student (bachelor)",1,"Informatics Engineering","daytime","Secondary education",133.1,"Brazilian",2,2,"Specialists in Intellectual and Scientific Activities","Specialists in Intellectual and Scientific Activities",100,0,0,1,1,1,0,24,1,"1","8","8","7",13.1428571428571,"0","1","6","8","6",11.8333333333333,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",1,"Informatics Engineering","daytime","Secondary education",148,"Portuguese",19,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",129.8,0,0,0,0,1,1,18,0,"0","5","6","5",15,"0","0","5","6","5",14.2,"0",8.9,1.4,3.51,"Enrolled"
"Single","1st phase - general contingent",1,"Social Service","daytime","Secondary education",133,"Portuguese",19,38,"Unskilled Workers","Skilled Workers in Industry, Construction and Craftsmen",131.3,1,0,1,1,0,0,18,0,"0","6","7","5",13.6,"0","0","6","7","5",11.8,"0",8.9,1.4,3.51,"Dropout"
"Single","2nd phase - general contingent",5,"Journalism and Communication","daytime","Secondary education",143,"Portuguese",1,1,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",136.7,1,0,0,1,0,0,18,0,"0","6","6","6",12.5,"0","0","6","6","6",13.8333333333333,"0",8.9,1.4,3.51,"Graduate"
"Single","2nd phase - general contingent",1,"Social Service","daytime","Secondary education",143,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",126.2,1,0,0,1,0,1,21,0,"0","6","7","6",13.3333333333333,"0","0","6","7","6",13.5,"0",12.4,0.5,1.79,"Graduate"
"Single","1st phase - general contingent",1,"Nursing","daytime","Secondary education",141,"Portuguese",1,19,"Intermediate Level Technicians and Professions","Intermediate Level Technicians and Professions",131.9,1,0,0,1,0,1,18,0,"0","7","7","7",15.1014285714286,"0","0","8","8","8",16.09375,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",2,"Social Service","daytime","Secondary education",140,"Portuguese",19,37,"Unskilled Workers","Unskilled Workers",140.7,1,0,0,1,0,1,18,0,"0","6","6","6",13.1666666666667,"0","0","6","6","6",16,"0",10.8,1.4,1.74,"Graduate"
"Single","3rd phase - general contingent",6,"Social Service (evening attendance)","evening","Secondary education",134,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Administrative staff",120.7,1,0,0,1,0,0,23,0,"0","6","8","4",11,"0","0","6","6","0",0,"0",13.9,-0.3,0.79,"Dropout"
"Single","1st phase - general contingent",2,"Management","daytime","Secondary education",118,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Administrative staff",113.8,1,0,0,1,0,0,21,0,"0","5","9","3",11.6666666666667,"0","0","5","9","4",11.75,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",6,"Journalism and Communication","daytime","Secondary education",145,"Portuguese",1,19,"Administrative staff","Administrative staff",131,1,0,0,1,0,1,18,0,"0","6","6","6",12.1666666666667,"0","0","6","10","5",11.2,"0",7.6,2.6,0.32,"Enrolled"
"Single","1st phase - general contingent",1,"Animation and Multimedia Design","daytime","Secondary education",143,"Portuguese",3,37,"Unskilled Workers","Unskilled Workers",142.7,1,0,0,1,0,0,18,0,"0","0","0","0",0,"0","0","0","0","0",0,"0",16.2,0.3,-0.92,"Dropout"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",123,"Portuguese",19,19,"Unskilled Workers","Installation and Machine Operators and Assembly Workers",125.5,0,0,0,0,0,1,19,0,"0","6","6","6",13.8333333333333,"0","0","6","7","6",14.2857142857143,"0",8.9,1.4,3.51,"Graduate"
"Single","1st phase - general contingent",3,"Nursing","daytime","Secondary education",108,"Portuguese",19,1,"Unskilled Workers","Intermediate Level Technicians and Professions",107.8,1,0,0,1,0,1,20,0,"0","7","10","6",12.3571428571429,"0","0","8","9","7",13,"0",13.9,-0.3,0.79,"Graduate"
"Single","1st phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",117,"Portuguese",38,19,"Skilled Workers in Industry, Construction and Craftsmen","Skilled Workers in Industry, Construction and Craftsmen",110.4,1,0,1,0,0,0,19,0,"0","6","7","6",12.1666666666667,"0","0","6","10","2",10.3333333333333,"0",16.2,0.3,-0.92,"Dropout"
"Single","Technological specialization diploma holders",1,"Social Service","daytime","Technological specialization course",140,"Portuguese",37,19,"Cleaning workers","Armed Forces Sergeants",136.1,1,0,1,1,0,0,21,0,"1","6","8","3",12,"0","1","6","6","2",12.5,"0",12.4,0.5,1.79,"Enrolled"
"Single","1st phase - general contingent",2,"Veterinary Nursing","daytime","Secondary education",157,"Portuguese",3,38,"Administrative staff","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",142.3,0,0,0,1,0,0,18,0,"0","5","7","4",12.75,"0","0","5","6","4",12.75,"0",7.6,2.6,0.32,"Graduate"
"Single","1st phase - general contingent",1,"Journalism and Communication","daytime","Secondary education",125,"Portuguese",3,19,"Specialists in Intellectual and Scientific Activities","Intermediate Level Technicians and Professions",125.7,1,0,0,1,0,0,19,0,"0","6","6","6",13,"0","0","6","7","6",11.6666666666667,"0",8.9,1.4,3.51,"Graduate"
"Married","1st phase - general contingent",4,"Nursing","daytime","Secondary education",143,"Portuguese",38,38,"Personal Services, Security and Safety Workers and Sellers","Personal Services, Security and Safety Workers and Sellers",128.7,1,0,0,1,0,0,18,0,"0","7","10","7",14.455,"0","0","8","8","8",13.91,"0",15.5,2.8,-4.06,"Graduate"
"Single","1st phase - general contingent",1,"Advertising and Marketing Management","daytime","Secondary education",142,"Portuguese",1,19,"Administrative staff","Administrative staff",128,0,0,0,1,0,1,18,0,"0","6","8","6",14,"0","0","6","7","6",13.2857142857143,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",3,"Journalism and Communication","daytime","Secondary education",150,"Portuguese",19,38,"Administrative staff","Administrative staff",146.5,1,0,0,1,0,1,20,0,"0","6","6","6",13.5,"0","0","6","7","6",12.6666666666667,"0",11.1,0.6,2.02,"Graduate"
"Single","1st phase - general contingent",2,"Tourism","daytime","Secondary education",112,"Portuguese",37,37,"Farmers and Skilled Workers in Agriculture, Fisheries and Forestry","Farmers and Skilled Workers in Agriculture, Fisheries and Forestry",106.1,1,0,0,0,0,0,20,0,"0","6","0","0",0,"0","0","6","0","0",0,"0",11.1,0.6,2.02,"Dropout"
"Single","2nd phase - general contingent",1,"Veterinary Nursing","daytime","Secondary education",125,"Portuguese",1,37,"Administrative staff","Unskilled Workers",117,1,0,0,1,0,1,19,0,"0","5","6","4",12,"0","0","5","8","5",13.3333333333333,"1",10.8,1.4,1.74,"Graduate"
"Single","1st phase - general contingent",3,"Social Service","daytime","Secondary education",121,"Portuguese",38,37,"Installation and Machine Operators and Assembly Workers","Installation and Machine Operators and Assembly Workers",115.4,1,0,0,1,0,1,19,0,"0","6","7","6",11.7142857142857,"0","0","6","6","6",11.8333333333333,"0",13.9,-0.3,0.79,"Graduate"
"Single","2nd phase - general contingent",3,"Social Service","daytime","Secondary education",133.1,"Portuguese",41,1,"Specialists in Intellectual and Scientific Activities","Intermediate Level Technicians and Professions",117,1,0,0,1,0,0,21,0,"0","6","8","6",12.6666666666667,"0","0","6","7","6",12.4285714285714,"0",11.1,0.6,2.02,"Graduate"
